log_likelihood	T_WGD	nuWGD	nuF	misid	theta
-584.612812665267	0.7105987678581815	0.16277488729193995	0.6228443514841506	0.005771199493627044	6980.205647445677
-575.468369599323	0.5033820061229305	0.28224498320308833	0.8219687955410199	0.006703039270616374	5502.457295880914
-575.4756408975949	0.5048824667063865	0.28459341007147015	0.824690949134127	0.006747605884200219	5484.436773270471
-586.2501663404141	0.6910520644444543	0.13780454403374595	0.5643838824463304	0.005947343808666101	7677.120380231132
-575.5262267186099	0.48806591243034586	0.29140865006657246	0.8310867584629149	0.006804456380908306	5455.178904164186
-579.435497700279	0.1281312192694749	0.816248826306475	0.8437979573183135	0.007502618681087605	5172.316324328141
-590.5190434403121	0.6278349765847966	0.0944328820380653	0.4505320620570103	0.006876820545143606	9623.199642307316
-575.5119992462181	0.4932711257173269	0.2905451095136555	0.8301268105937628	0.006810881050834443	5456.692180321415
-575.4868671782654	0.4993021768187003	0.28082847124414845	0.8224226941893432	0.006647292889135571	5509.1101655104185
-575.469806696922	0.5069409979328189	0.2805638864417436	0.8199883613290039	0.006706969773023113	5511.841347693779
