log_likelihood	T_WGD	nuWGD	nuF	misid	theta
-577.1415368683136	0.5375585665351972	0.3202942920537192	0.8430260871516939	0.006781946051410532	5309.341836045688
-576.9947169593513	0.4595642344090977	0.35959472128758807	0.8653754032616141	0.007210969266525872	5207.67847892746
-577.0161923721125	0.49823221950278385	0.3406145098894406	0.8580513952457275	0.006912736152951446	5241.258825040233
-577.2742682990867	0.3870133470478958	0.39636925550519225	0.883975954084986	0.007428683367230876	5151.063551349161
-587.3182857050108	0.632714939493968	0.08806958383280974	0.4217189046308816	0.004475990676297847	10246.517383661103
-577.0147306597598	0.5081437586484504	0.3333457503796877	0.8518847788281623	0.006977132730367219	5270.1146824244815
-583.1502337339655	0.6746333588056852	0.24230117305533772	0.7554811878238953	0.0084189861569233	5814.823535972452
-577.236118239718	0.3978979188435365	0.40037896008272894	0.8809407052234676	0.007422623957572976	5138.188830373009
-577.2060300920687	0.5383422099379152	0.31730990762139577	0.843264536325341	0.0066385405649313604	5316.586888100748
-577.0042511818892	0.49535135763395133	0.3425033165992981	0.8553411065539306	0.006874006722181192	5246.653818863008
