log_likelihood	T_WGD	nuWGD	nuF	misid	theta
-599.7343228266111	0.2043782036047881	0.5403507630008137	0.8984846004857865	0.006373069250050291	5174.252546932798
-597.8071757250171	0.4695319287832074	0.30429902081484894	0.8451220371248883	0.006315693893693068	5421.675201796963
-597.9798813982644	0.4910676223729769	0.2995041696472725	0.8440755464521117	0.005791404095882318	5420.958923284065
-597.9855083736009	0.49329919246612197	0.2973124936851347	0.8415111213676331	0.006185501728291717	5433.867540777231
-607.9060420604867	0.6841175155924835	0.21614314298683263	0.7318864846215388	0.00723987714174267	6059.083438601727
-597.5123759815988	0.4391718341311456	0.327434633501213	0.8605455379701961	0.006262218044015196	5337.870583363671
-597.9500322504961	0.45220299918470586	0.3050063643073646	0.8465946427923561	0.005667503776918471	5430.843314014626
-597.6054847344719	0.4550083817065549	0.3244852877598777	0.8539277461709514	0.006120711058835042	5349.8517096609785
-597.510640057854	0.43711926963016484	0.32743048143527675	0.8615298150327809	0.0062463950032955315	5337.179762922087
-598.9752792778553	0.322058854276421	0.4124145837626473	0.8934709025772971	0.00693826915052151	5191.106989005749
