log_likelihood	T_WGD	nuWGD	nuF	misid	theta
-584.6557622152155	0.46583500207899875	0.2693079435423462	0.8065573859510707	0.005508106203939812	5597.294177910107
-584.5985521054884	0.4580177162379155	0.2735942841562153	0.81047249852345	0.005552042527206225	5575.407146022512
-584.5961999974008	0.45621652441888644	0.2751620475280079	0.8105188390567362	0.005672571143497914	5571.15289471745
-598.1780396393494	0.6524405369769312	0.13881113571371786	0.5599194655738118	0.004278548164607197	7661.245667230279
-585.097188069409	0.402909991989916	0.2949905889425862	0.8398518470097358	0.005508318173868291	5463.952157989235
-584.5777654681569	0.4442223855475898	0.2802666895426165	0.8185901390786035	0.005589686102305844	5537.867553742972
-592.7926057639202	0.6024793329628961	0.1748238369778104	0.6623347161556591	0.004015107339218886	6635.082390502566
-590.9378158943523	0.5485187273859258	0.21972847099261833	0.7314424605966595	0.002883597105096076	6038.761361313407
-584.7207010157713	0.4238455854433511	0.2962284967235757	0.8297095526174858	0.0058076142627179065	5469.422915870795
-584.5716456000565	0.4484433309020345	0.2818612798837177	0.8168381859023415	0.005637074360220165	5534.167566978459
