log_likelihood	T_WGD	nuWGD	nuF	misid	theta
-669.1720205179143	0.927147518014815	0.10262616427282588	0.3739338772093661	0.011674598790701688	10733.484290136028
-626.887257655249	0.7859055252917014	0.20076138486782533	0.6577547167515335	0.00602682178628285	6457.512192403645
-606.751445566715	0.21755841864668277	0.4977664089092073	0.8784874484347888	0.006480782716066319	5218.542535724712
-606.7463976066854	0.22127885962206326	0.4949191210011278	0.8761041920641136	0.006485688805253726	5220.520284492643
-607.2179726606017	0.26684131431845154	0.4367284906096179	0.8785810756132321	0.00632766799840498	5232.381019588778
-607.5096493071383	0.30407538533896833	0.4226471172836166	0.862153361084511	0.006098907878521916	5241.266644803789
-606.7521746210714	0.2154735263544908	0.5015457732404455	0.8755838260937613	0.006529454322275864	5222.955200919102
-613.1782898545351	0.5296717144955342	0.3154977356614382	0.824279005337752	0.006521876509205438	5373.379187517849
-606.9326971299915	0.25314641706194224	0.4557565009326799	0.8770435800867386	0.006560451321064203	5224.5950769737265
-606.7481799936156	0.21692851034368463	0.5017593998301069	0.8767313334567264	0.006482032274408202	5217.406126378239
