log_likelihood	T_WGD	nuWGD	nuF	misid	theta
-610.6047399403305	0.6458402416738196	0.08841547173910047	0.42561609039175907	0.007897890132769933	10156.149813106993
-590.7586689303757	0.5820988579673975	0.2346453425622746	0.7928651170706028	0.004878867263801755	5741.426007884856
-599.5210544066072	0.3973588162834025	0.037798317189460764	0.2517901935872079	0.003565455226265731	17482.7625039351
-593.546769505127	0.4650440801069356	0.307282757310221	0.8763994956573327	0.006017373125064664	5298.387988163205
-610.4589416450069	0.41931912710453795	0.0417841688148668	0.2884638991148061	0.007254887949726354	15593.241056811798
-590.7623053719238	0.582002006120444	0.23724598813459885	0.7956640199115329	0.004991019903244475	5719.403103845051
-590.8097713154116	0.5636069884812388	0.24598663389837017	0.8086078093698901	0.005000184963638426	5647.042833276091
-590.7581475146802	0.5773112401844465	0.23686442361296037	0.7971362472164928	0.004944550360205335	5718.725249322193
-600.9349320738038	0.29762736462890577	0.4385138899082198	0.9175682207333431	0.005489122264883138	5097.044293011852
-590.9270265010356	0.5569870382079645	0.24578991765360872	0.8100589630879539	0.004697254362699381	5647.37879797556
