log_likelihood	T_WGD	nuWGD	nuF	misid	theta
-591.4916448263057	0.5644221038929683	0.29481927964502885	0.8140340530326959	0.00759877844737402	5475.83862877181
-592.1860976965085	0.6051634281711372	0.2706431598920338	0.7919430781293483	0.006961742120085083	5611.160739901046
-593.5860082926448	0.19727460524529017	0.6291187961478839	0.8713881422519302	0.008475139912019211	5134.133757074562
-591.3490528281036	0.5320793636700312	0.3188264166916384	0.8360425116249377	0.007874630210497679	5354.471209960202
-593.7497884070069	0.3383991246759314	0.4308251597815932	0.8796896633606374	0.008047555898404897	5166.662663300589
-591.3297835196255	0.5504354312481468	0.30753232021748755	0.8252371269618762	0.007596034177257701	5408.602501992825
-601.2278276138479	0.7129248024496749	0.1614788639178984	0.6100072849875493	0.004767427740450972	7123.013205207456
-593.8243171281492	0.34001903648704707	0.4283119842397154	0.8822018770492305	0.007834263367624043	5163.230980095304
-591.4541996740055	0.5666879565783243	0.3060878136260068	0.8191648942039784	0.007496437510377389	5421.208314934143
-591.3063613996092	0.5405439084962825	0.31135923856614217	0.8291298279729445	0.007664684235813652	5391.816476917486
