log_likelihood	mu	sigma	theta
-649.6690248307386	0.27867023623802206	110.69441742773824	15913.50182877304
-649.6690199503286	0.27866312308681807	110.69343535550105	15913.50182877304
-649.6690197668353	0.2786667113537737	110.69025364794659	15913.50182877304
-649.6690201987678	0.27866876730105994	110.69039788344797	15913.50182877304
-649.669019766654	0.278666875783784	110.69020900572089	15913.50182877304
-649.6690197752937	0.27866761310840915	110.68920675834994	15913.50182877304
-649.6690206962678	0.27865988941588454	110.69508083406929	15913.50182877304
-649.6690197663058	0.2786668707172601	110.6901208796765	15913.50182877304
-649.6690198060737	0.2786654345501843	110.69200394162748	15913.50182877304
-649.6690197894186	0.27866564377707403	110.69113419692445	15913.50182877304
