log_likelihood	mu	sigma	theta
-698.4525942629116	0.2646919156003602	136.3959485102378	15528.728600240247
-698.4525940354031	0.26469063954120675	136.39573271000665	15528.728600240247
-698.4525940353562	0.26469068892919945	136.39564784274341	15528.728600240247
-698.4525940819624	0.26469248799934186	136.39342038125588	15528.728600240247
-698.4525940776352	0.26469241902197277	136.39345896838233	15528.728600240247
-698.4525940355179	0.2646907078694377	136.39566864936654	15528.728600240247
-698.4525940353881	0.2646906772300404	136.3956586425403	15528.728600240247
-698.4525940905673	0.26468868975683213	136.39834519993576	15528.728600240247
-698.4525947683494	0.26468998700250346	136.40024650058118	15528.728600240247
-698.4525940366127	0.2646904328842704	136.39607385218758	15528.728600240247
