log_likelihood	mu	sigma	theta
-654.6342986716063	0.2560602901297832	143.54221871822932	15217.86833496491
-654.6342986726588	0.2560605142619875	143.5418186608246	15217.86833496491
-654.6342987053408	0.2560609341375559	143.54202228894857	15217.86833496491
-654.6342986723793	0.25606003830071955	143.54258015490421	15217.86833496491
-654.6342986878368	0.2560602563066888	143.5416842177895	15217.86833496491
-654.6342986806153	0.25605956782428024	143.54310120369277	15217.86833496491
-654.634298695793	0.2560615171910758	143.54019705509432	15217.86833496491
-654.6343008760239	0.2560637401608921	143.54363506226068	15217.86833496491
-654.6342986732159	0.2560604475815212	143.54182968523352	15217.86833496491
-654.6342987044854	0.2560588944457291	143.54396507738406	15217.86833496491
