log_likelihood	mu	sigma	theta
-627.7272565801546	0.2704787344464669	161.13781803642317	20164.250757120422
-627.7272559277527	0.27047378772437874	161.146974330148	20164.250757120422
-627.727255880654	0.27047017373661086	161.1518296948217	20164.250757120422
-627.7272562206056	0.2704695416611771	161.15023460647149	20164.250757120422
-627.7272560277557	0.27047518540334103	161.14438018362102	20164.250757120422
-627.7272558749778	0.2704727069220134	161.14808916148039	20164.250757120422
-627.7272844154068	0.2705176170575743	161.0735025749945	20164.250757120422
-627.7272558663802	0.27047190171981855	161.14899642523534	20164.250757120422
-627.7272564308507	0.27047817750946074	161.1393850153695	20164.250757120422
-627.7272559255641	0.2704710036695034	161.14953340591236	20164.250757120422
