log_likelihood	mu	sigma	theta
-645.8485462272517	0.26126632529070815	192.57284186826632	21919.760224400336
-645.848546177672	0.2612672603689993	192.57216302919701	21919.760224400336
-645.8485479159548	0.2612584882558084	192.59370022607064	21919.760224400336
-645.8485464351494	0.2612702414599259	192.5688921547649	21919.760224400336
-645.8485461767546	0.2612673681196104	192.57192994501142	21919.760224400336
-645.8485461759726	0.26126765250338685	192.57134904609558	21919.760224400336
-645.8485461761454	0.2612675128882531	192.5716831052815	21919.760224400336
-645.8485466104901	0.2612655683539013	192.57157784973782	21919.760224400336
-645.848546339002	0.261269187501641	192.570614154107	21919.760224400336
-645.8485463013326	0.261270576099999	192.56629887753596	21919.760224400336
