log_likelihood	shape	scale	theta
-304.996614348021	0.27442295495473357	110.87421641785049	14124.612727570586
-304.99661434937536	0.27442168815706447	110.87602397738065	14124.612727570586
-304.9966151918352	0.274420430433204	110.88007011356497	14124.612727570586
-304.99661432505263	0.27442298359675066	110.87360430779398	14124.612727570586
-304.9966143062566	0.2744211717663609	110.87602103974513	14124.612727570586
-304.99661462065137	0.2744245202627238	110.87010931076927	14124.612727570586
-304.99661773151644	0.27443493374386063	110.85458930991429	14124.612727570586
-304.99661430367496	0.27442144219030623	110.87561103802618	14124.612727570586
-304.9966143224507	0.2744221516807502	110.87427143104827	14124.612727570586
-304.996614441466	0.2744183064473534	110.8792934704081	14124.612727570586
