log_likelihood	shape	scale	theta
-300.39316201856263	0.2665896683764277	126.33228731728545	14566.624429806898
-300.39316197820006	0.26658820602567557	126.33476931766224	14566.624429806898
-300.393161975648	0.26658804462245334	126.33516565335745	14566.624429806898
-300.39316211946664	0.2665914801152765	126.32974350762485	14566.624429806898
-300.3931619917269	0.26658910149944326	126.33388687960624	14566.624429806898
-300.3931622836553	0.2665927847566867	126.32724010948856	14566.624429806898
-300.39316254541245	0.26658208649368303	126.34562255985153	14566.624429806898
-300.3931619864202	0.2665873730858838	126.33649229507837	14566.624429806898
-300.39316302820686	0.26658121719984845	126.3482891524793	14566.624429806898
-300.39316197754243	0.26658839012971597	126.33484626818209	14566.624429806898
