log_likelihood	shape	scale	theta
-318.91361731422865	0.2755541201730137	108.53646562132958	14269.875581813112
-318.9136172668269	0.2755564023069459	108.53384085999926	14269.875581813112
-318.913617277306	0.2755551828271233	108.53528125638425	14269.875581813112
-318.9136172740398	0.27555717464835566	108.53263563293493	14269.875581813112
-318.91361726731	0.275555638479864	108.53462400093497	14269.875581813112
-318.91361726338084	0.2755563332281374	108.53372466337972	14269.875581813112
-318.91361728483173	0.2755549285914794	108.53562057120395	14269.875581813112
-318.9136174532498	0.2755601310293188	108.52867174791044	14269.875581813112
-318.9136172851473	0.2755559304753175	108.53471490479839	14269.875581813112
-318.9136172684583	0.2755568808528581	108.53301061340223	14269.875581813112
