log_likelihood	shape	scale	theta
-306.1806462545071	0.2673883054674846	117.02025603805052	13889.272015440218
-306.1806442718932	0.26737676621893824	117.0372504064732	13889.272015440218
-306.18064428847106	0.26737589247363075	117.03790235766287	13889.272015440218
-306.18064426281967	0.267376143206514	117.03837350946507	13889.272015440218
-306.18064427371235	0.2673751094615065	117.04001194607869	13889.272015440218
-306.1806449345107	0.2673794717185329	117.03619803310944	13889.272015440218
-306.1806447315861	0.2673809625363329	117.03289535041331	13889.272015440218
-306.1806443252411	0.2673734263742432	117.04217936586646	13889.272015440218
-306.18064428925663	0.2673744724287887	117.04091681551898	13889.272015440218
-306.1806654694582	0.26737283945323737	117.02584361266156	13889.272015440218
