log_likelihood	shape	scale	theta
-331.23721206216794	0.2594647477039393	130.6779014694816	14373.475170278727
-331.2372120995132	0.25946261970250045	130.6816737562492	14373.475170278727
-331.23721210202183	0.259466210821881	130.6756428690153	14373.475170278727
-331.237212191208	0.2594675929058507	130.67345242891074	14373.475170278727
-331.23721209118287	0.2594655546949585	130.6772391379248	14373.475170278727
-331.2372120809554	0.25946511258339283	130.6769467900139	14373.475170278727
-331.23721269369565	0.25947108659396223	130.66666587221528	14373.475170278727
-331.23721205905366	0.259464382971174	130.6786553969526	14373.475170278727
-331.2372121001847	0.2594661160156964	130.67602750226837	14373.475170278727
-331.2372210513897	0.2594654309622796	130.66439492542276	14373.475170278727
