log_likelihood	shape	scale	theta
-318.25732762236976	0.2679786042474981	118.59334919038751	14073.541932549042
-318.25732771551316	0.26798154810145086	118.588938269227	14073.541932549042
-318.257327634069	0.2679792478613626	118.59261554106219	14073.541932549042
-318.2573279286384	0.2679836596439937	118.5856017963189	14073.541932549042
-318.2573277806194	0.2679751753674673	118.59819774309615	14073.541932549042
-318.2573277143363	0.26797611110493424	118.59699486708126	14073.541932549042
-318.25732764555715	0.2679802424082897	118.590741664596	14073.541932549042
-318.2573276250981	0.2679795176808806	118.59174261432369	14073.541932549042
-318.2573296942819	0.2679911211073733	118.57394338013185	14073.541932549042
-318.2573276174355	0.2679788554848477	118.59271767719434	14073.541932549042
