log_likelihood	T_WGD	TF	nuWGD	nuF	H	theta
-335.68844834257504	0.2490765564111779	0.3416060988195789	0.2459017824709307	0.9545289904499908	0.0	5710.288308627911
-334.2921243983441	0.3312033239477263	0.3086290550433913	0.3066346751307745	0.9939852142892533	0.0	5605.974900190822
-334.29484726987096	0.3300745537736773	0.3090379509618885	0.30606844837926056	0.9927279968186827	0.0	5607.63834994332
-334.29997622414453	0.3263644045350907	0.3093498046895218	0.30300279219015797	0.9927620975431504	0.0	5614.8772119724
-334.291938142516	0.33118424818399006	0.30854463854370423	0.30655526378334536	0.9940546850064875	0.0	5606.387992670471
-334.32399630864455	0.319029138834133	0.3129011157633253	0.29778537001398575	0.9885577197066531	0.0	5622.994262206971
-334.2926520656088	0.3320741364013554	0.30797489919488646	0.3071449007164974	0.9938627082492572	0.0	5606.814473637511
-334.29194839078775	0.33180431554425455	0.30822664425545326	0.30699224307278034	0.9942171733440048	0.0	5605.998735482154
-344.7623611185143	0.10376865044880648	0.40458833688377926	0.1169777360282962	0.8954398097928827	0.0	5889.736210247419
-335.0134033627337	0.27932314948355896	0.32356745324729563	0.266908660593182	0.9707558963642303	0.0	5693.53443092013
