log_likelihood	T_WGD	TF	nuWGD	nuF	H	theta
-334.0744872411144	0.4022375809031774	0.2509663649458674	0.3550448855482492	1.021547357222989	0.0	5700.242424985724
-334.0688912591954	0.3995380199344968	0.25063329683638974	0.35311771736368447	1.0204233337023196	0.0	5708.412350822581
-335.05825330126385	0.3326134482616401	0.27548203787829967	0.30828125913937815	0.9840691423908832	0.0	5797.2606057101
-354.55481345325904	0.0874984773983035	0.38984969702417355	0.10191629825419915	0.8661704467670905	0.0	6087.614279744417
-334.0697172434766	0.3971703433208792	0.2518886347972121	0.3516374505865526	1.018866494909513	0.0	5710.301754402853
-334.1154176042136	0.38476079461355955	0.2560877281926707	0.3435692402413413	1.012015091873656	0.0	5727.725241365361
-334.06927514681587	0.3999174272152885	0.25055688360299033	0.353420587425007	1.020252810820234	0.0	5707.920017454495
-334.0686559511386	0.3992374832642275	0.2509018292806402	0.3529689281396797	1.0207046047538924	0.0	5707.64332482504
-334.0686049829428	0.399104863942649	0.2510311929957124	0.3528956387658461	1.0202126826932452	0.0	5707.950232725245
-334.15322777193705	0.41809139384349764	0.24318691559203298	0.36511269033372395	1.0322889896023868	0.0	5684.656766965653
