log_likelihood	T_WGD	TF	nuWGD	nuF	H	theta
-326.557473962152	0.3809551663638157	0.2738663490799723	0.341507184438789	1.016883035599046	0.0	5718.519590622132
-326.540641384634	0.3432892829593541	0.28746021104028013	0.3159974032983239	0.9953472166071284	0.0	5772.360251403512
-326.47263999759923	0.3641024327959473	0.2790674957228695	0.33009453967664387	1.0073408779807171	0.0	5745.465173681903
-330.67169635153743	0.2234743249703905	0.3300218207439441	0.22435128307451774	0.9455469019138504	0.0	5942.559757404971
-326.5408379148719	0.34789939056131686	0.2868323522245353	0.3199334782408623	0.998943301630547	0.0	5758.646147518682
-326.4708959355808	0.36265764658851246	0.28004013691012075	0.32913019186848796	1.00557237876079	0.0	5747.1504623237815
-326.47077778132854	0.36093109239462506	0.28022147627437394	0.32785375366995184	1.0053757380934867	0.0	5750.458388956418
-338.57871475089354	0.11494927672722434	0.3871380960212387	0.12911613595013122	0.8892609696444803	0.0	6058.825723691022
-326.47156503512963	0.35956677250250657	0.281247742717465	0.32710380327989996	1.0038479162357592	0.0	5751.013345842432
-326.4704909242017	0.36121539146924697	0.2804271481200102	0.3280821905539627	1.0051639405500639	0.0	5749.390068111491
