log_likelihood	T_WGD	TF	nuWGD	nuF	H	theta
-342.0390744923858	0.45020650523510386	0.2569471280460889	0.3970588373092246	0.9993762659453556	0.0	5621.1337917647315
-342.33674314442777	0.40355653402934605	0.278843352111209	0.36857091434967465	0.9725970109024503	0.0	5670.0476167599745
-342.02751859243494	0.44396897888901543	0.2607816378712332	0.39369727701718066	0.9954846496229571	0.0	5624.02462057743
-342.11177058606864	0.42278139026895534	0.2676328002169759	0.38069076556894527	0.982008423377728	0.0	5657.08071146778
-360.7146090639807	0.12403188756393577	0.4088685268607108	0.14587628469612893	0.8592551792165879	0.0	5987.732623064806
-344.06365253639916	0.3413508817638823	0.3065517761716785	0.32704047943303616	0.9416854922221651	0.0	5742.631129498762
-342.02470389854227	0.441794539448948	0.26079347232080347	0.3918640299345447	0.9947659941604476	0.0	5630.169035678375
-342.09662200245816	0.4320179970197764	0.26466959333661144	0.38548258780909794	0.9961213232780528	0.0	5635.730986247983
-342.0241562582314	0.442212513329397	0.260522623226004	0.3922616308560842	0.9951090390825069	0.0	5629.416773019617
-342.02603484058795	0.4400558894491057	0.2607786235736212	0.39086493393172805	0.994005030203108	0.0	5633.995694350857
