log_likelihood	T_WGD	TF	nuWGD	nuF	H	theta
-318.1491599696167	0.47897783261129884	0.22282311855794174	0.4008332186994903	1.0414530973704237	0.0	5621.154527840046
-318.1477422435697	0.48089822957906775	0.2224242217222854	0.40203388309916405	1.0422510941080616	0.0	5617.853925419767
-318.1480573738563	0.47980832512231686	0.22299965282837314	0.4014693047160426	1.0413731742266221	0.0	5618.574375444104
-318.1590893100547	0.47489443211515603	0.22362402122070205	0.398451342187051	1.0382135136576927	0.0	5629.257140214315
-318.15210567824863	0.47904820553935995	0.22354820902461175	0.4010194194012199	1.038536551777736	0.0	5620.873247879401
-336.0723688174171	0.178892397432963	0.35378518611266735	0.19086727315837385	0.8763254443697392	0.0	5984.519041249684
-318.15184745502586	0.48472071017136587	0.22080173045424945	0.4044068775578747	1.0452992385790132	0.0	5612.78600794066
-318.14768767786	0.4808154780281678	0.2225576320091757	0.4020513307734178	1.0418874679595096	0.0	5617.692095643717
-318.1495008971102	0.4780274905261234	0.2235076442894156	0.40038166957330856	1.0401948572314312	0.0	5621.503579434745
-318.1485827743774	0.4806851244076879	0.22312391792570496	0.40199413221240116	1.0413572847344292	0.0	5616.462838033432
