log_likelihood	T_WGD	TF	nuWGD	nuF	H	theta
-332.68577937264024	0.4420736095716097	0.2508136114747769	0.391543219075451	1.0142965298126447	0.0	5649.221354475626
-332.68585088072575	0.44141595463953004	0.25093626515733686	0.3911410828738277	1.0139266611295072	0.0	5650.439721823145
-332.6956517578094	0.4478534639927946	0.24853435959103234	0.39499222090568226	1.0191872471641508	0.0	5640.776186278833
-332.6888667655001	0.43941360173043525	0.2509794704044196	0.38969543948713026	1.013339489428643	0.0	5655.26267592289
-332.68652479402266	0.44043924222581016	0.2518355331834363	0.39062619955307043	1.0130475249647186	0.0	5650.127759183046
-332.68577912105536	0.44165844599155624	0.25090980896207676	0.3912564279744194	1.0142365681957184	0.0	5649.8450910282345
-332.6970263291555	0.4357040512454342	0.254007211638555	0.3880444779221305	1.0095764733118462	0.0	5654.8277964194285
-332.6860827978003	0.44086172634783966	0.2514417607494667	0.3907659915297383	1.0135209978590056	0.0	5650.432216889202
-332.6862118777482	0.44064175646809284	0.2513535858731205	0.3905669957210009	1.0136580140368687	0.0	5651.154969575706
-332.68712524114284	0.4425255294147813	0.25005518998912507	0.39176312456877543	1.0144219821011486	0.0	5650.785167164105
