log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	misid	theta
-10888.54271866693	0.18550291970651425	0.2315909269908711	0.4275299667590325	0.8496572973466785	1.0288275008028878	0.0	1.1814923084679094	0.007593173875745219	5062.001357142238
-10860.345225204015	0.1304668827419913	0.24118811893256703	0.3709244309567263	0.7808122571777936	0.9143357910723302	0.0	1.257310717724305	0.0047462517259214375	5437.351495185188
-10851.689708558977	0.23876756903861113	0.13956742243520176	0.33398424764951673	0.826989997334925	0.9206856993374051	0.0	1.2486035482313556	0.006363388776772676	5366.501420499899
-10851.611914215377	0.1270589966920392	0.2439189205537019	0.33034989358114636	0.8361458925826646	0.925945402635594	0.0	1.2484182699969553	0.005747749381217916	5386.485961805645
-10854.469464475387	0.27958645779873925	0.10854807504636672	0.320070106556121	0.8446189993385932	0.9350867546068998	0.0	1.253135925825085	0.0061147579600774864	5314.931537799189
-10851.044948004073	0.13723889686270932	0.23648094949763795	0.3349893598510433	0.8242534793671239	0.9247907335241462	0.0	1.249398882749564	0.006094821222180728	5392.351487891422
-10852.116689409624	0.2488476943427632	0.12897843840394804	0.3251557503341748	0.8289787111772071	0.9185008908925736	0.0	1.2540264807188084	0.006429148517491683	5374.305302233245
-10853.199610375908	0.20236695353994344	0.16892597604592527	0.34549720873056416	0.8021840045252598	0.9082852689677046	0.0	1.261829473386531	0.006582370940364578	5426.072267268263
-10851.021709667151	0.1248164444775137	0.24660979052946663	0.3292620151948536	0.8235024297557464	0.9220509544094783	0.0	1.252202922978058	0.005975043583092632	5409.918485956264
-10851.90716935047	0.22503644985868496	0.15262709742855704	0.32680647584643147	0.8254624777043981	0.9179237258361429	0.0	1.2526315709505396	0.005852481001190349	5384.1126055859495
