log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	misid	theta
-10875.66178090658	0.321057569477659	0.07606972537788304	0.3570675704593951	0.7868605637141177	0.9201567826750636	0.0	1.2737075616906983	0.0057859329255713346	5360.049807923404
-10856.804491464241	0.14014015265282156	0.2385443742499616	0.29332422649907824	0.8359337772584836	0.9369113912402054	0.0	1.3039524934808226	0.005880712780858565	5417.233740174285
-12693.555881972643	0.08594344125585575	0.08189351140518243	0.24783698162910114	0.4833563835320848	0.4905066083805514	0.0	2.3501903438490066	0.005743531673522161	7475.576263202455
-10856.835991317119	0.12875028392507917	0.24367710328028047	0.2859554323094841	0.832349302670769	0.9230081716932782	0.0	1.3072958559834276	0.005263369426299883	5464.399272390385
-10858.11115261834	0.20678240368993303	0.17226750486141415	0.28919026712193174	0.8503972710742508	0.9304640502477355	0.0	1.2866271992911664	0.005558969944963196	5399.464796570203
-10865.93568364668	0.39153754396736956	0.005924779306171321	0.32562722593567467	0.8267775570167675	0.805987600183729	0.0	1.2766322811214075	0.006391812402630763	5301.085303896279
-10862.142128965414	0.293195756839579	0.09313927482292873	0.2780979423423106	0.8532402875545946	0.9242751748188323	0.0	1.3078752184639746	0.004755269575084259	5381.14526546952
-10855.8979640847	0.07134719425288061	0.3037322951493463	0.29371833298283695	0.8330563494870308	0.9339162953893969	0.0	1.307482295050458	0.005647461060193803	5439.834527189316
-10856.307321771254	0.08927956339345466	0.27957657087169013	0.2795716970396651	0.8357863223164483	0.9243906971089133	0.0	1.3171962812722855	0.005615190346721764	5479.30516943767
-10859.673670931548	0.29656936816631	0.09084811788529515	0.29165211886883596	0.841786969961657	0.928963627593371	0.0	1.29761782537868	0.005825404693843219	5372.4836083587825
