log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	misid	theta
-11019.932614001387	0.1782812389599268	0.19213883663981207	0.441901895575837	0.7675400189795047	0.9045961049570854	0.0	1.131169163313463	0.008952528195266504	5403.30212898684
-10989.926544666887	0.11454253162964241	0.2463043511925308	0.33833696489251086	0.8239649924956155	0.9031558860709232	0.0	1.1555654208205457	0.008346759847552771	5454.13023117754
-10989.070757219873	0.17458844307637822	0.19093694924494323	0.3210716989461586	0.8465380504886983	0.9047147731965082	0.0	1.1486361591780159	0.008104119856597316	5418.683767995737
-10994.1378261147	0.21166680101846838	0.1599766311053657	0.2950331860878308	0.8692997966311415	0.9091677596802712	0.0	1.1546766814772507	0.008389871670698455	5393.267247729945
-10988.000923286982	0.08258648597972255	0.27649377979442213	0.3198230643403998	0.8368239394706966	0.9051905944244952	0.0	1.1568937781602218	0.007357362642838973	5463.756231146085
-10992.440927339161	0.2874623171428318	0.08968371604363908	0.3303136746753425	0.8503127175533116	0.9071017806938254	0.0	1.1415600284049954	0.007813591419811703	5344.1456966731175
-10988.139021207455	0.07571741724842525	0.2847674985817489	0.3247007173585985	0.8340246720199458	0.9080358217004842	0.0	1.1578439979212949	0.007249091262961071	5455.824791454185
-10989.641926985681	0.13227787845651967	0.23231398127658404	0.34672573908559834	0.8299991907120216	0.9137824538122229	0.0	1.1372693450889118	0.007671408956082853	5411.240053800969
-10991.042643960474	0.2547827226379242	0.1162794120595703	0.3296584056141219	0.841514491410345	0.9002301584436571	0.0	1.1505982150573624	0.007304833948480873	5387.2441092095105
-10988.454378572396	0.09496455903496742	0.26408615614587416	0.3169963578249915	0.8447044530999328	0.9076950494237485	0.0	1.1429866879492923	0.0077903170232873084	5450.859472263658
