log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	misid	theta
-10978.067713482167	0.3296388384447996	0.04940784211070909	0.3577430797357501	0.8095155562483897	0.8774884091374279	0.0	1.1132008894698842	0.0058425938805643455	5375.92207670436
-10971.253428153246	0.20653163091812762	0.15973496860006423	0.3389776425090996	0.8090225602032728	0.8946647986964613	0.0	1.121525050952514	0.0060010937031646176	5463.481583612339
-10984.214088024146	0.29891328089258606	0.07985080706841055	0.36551260562133336	0.8136530789937279	0.90780920960006	0.0	1.1040417037696433	0.008613628148646113	5359.256923297287
-10978.725240750646	0.19834567053577076	0.15884263866771914	0.36352527943656315	0.8301970107430197	0.8961529584192052	0.0	1.0737423673786717	0.0046324586340043584	5425.087642474382
-10972.042104381719	0.19016376028276763	0.1735226589537581	0.3500461307449132	0.8023256757295235	0.8987321046711222	0.0	1.120781919080682	0.006605807096279104	5466.164152626093
-10993.931924128312	0.1287350862910516	0.23457120632145445	0.3137905356288947	0.7860329477657235	0.8771836799557574	0.0	1.1829137034395	0.009043503892477156	5576.702908057362
-10971.365396326637	0.21553660873153785	0.14943136455022715	0.3417528781556403	0.8031998871627772	0.8898364259260994	0.0	1.1195199642072238	0.005484898662889244	5474.306025764562
-10976.87930850956	0.20017907780542676	0.1682962926727245	0.39994015936094207	0.7774858054135153	0.9006323292657537	0.0	1.1044241582116916	0.0060702080588780506	5438.340661309738
-10971.250699152948	0.16558528051928972	0.19902239959963666	0.3550985074879128	0.8060681112588803	0.9078238887631747	0.0	1.1109456639692277	0.005510080899371676	5447.79503387472
-10971.881045247079	0.24633366291238804	0.12553224941361238	0.34430467032732015	0.8096709620827461	0.8980810451336494	0.0	1.1259084249463633	0.00609480636975706	5429.552093751739
