log_likelihood	T_WGD	TF	nuWGD	nuF	H	theta
-1700.9725825482656	0.39460383767056645	0.27533976825196943	0.3664708717321293	0.9781478023573922	0.0	5717.88411117645
-1700.994211008542	0.3857990723949895	0.2780772599709782	0.3601189782927055	0.9755872893812687	0.0	5730.280385933899
-1701.052015825745	0.37859730554518123	0.28047813777019615	0.35587191101862603	0.9730762921491455	0.0	5738.675909977474
-1700.9727068817672	0.39221934837862027	0.2759452215032557	0.36483123974989146	0.97745113731004	0.0	5721.418264187607
-1700.9722265072328	0.39344821345572	0.2756720601849436	0.3657235078864332	0.9777706566483989	0.0	5719.476971033275
-1700.9723444518193	0.39284079181722853	0.27592183799773795	0.36530855176111504	0.9775101101298306	0.0	5720.3248081799475
-1700.973012713423	0.39344824559382446	0.27533601710379313	0.36560755749462176	0.9775257642916747	0.0	5721.2611465735245
-1700.9722264036154	0.39368795035916887	0.2757230595181894	0.36586200847050526	0.9778580313236673	0.0	5718.8454816720905
-1713.6219803570093	0.1960895726775429	0.3381993180315552	0.21051762248313985	0.9101591977948609	0.0	6033.082723312796
-1700.9763440387696	0.392878896280551	0.275279470621505	0.3649839113827953	0.9771835634992998	0.0	5723.643511121271
