log_likelihood	T_WGD	TF	nuWGD	nuF	H	theta
-1726.0349340803436	0.29544152861397266	0.29999340424572424	0.28555557559806116	0.9405713663867094	0.0	5872.023808660324
-1726.9458833814845	0.24928397626569404	0.31669595034113107	0.24941164388142073	0.927350375452941	0.0	5932.408638914008
-1735.7616604059567	0.13165660826006154	0.35250751594833846	0.14526938775224002	0.8888505388580917	0.0	6130.658602094338
-1728.4599244684405	0.2162805013880621	0.3228143148981567	0.22148507553805674	0.9152351465247505	0.0	6002.548402350592
-1726.0322170602847	0.2954876468769424	0.29978377842560633	0.2855849971393822	0.941315959023065	0.0	5870.496026020706
-1744.9991470750576	0.06470224232009662	0.37898463609014515	0.07616773671794534	0.8710069913413203	0.0	6221.27345750528
-1726.0257103853717	0.2994025940264686	0.29865262348185256	0.28860769046871326	0.942675914232577	0.0	5863.909065716821
-1726.029371819739	0.296620284409823	0.29968444007352485	0.28649016735740274	0.9419085519657869	0.0	5867.341854434672
-1726.0597426065183	0.2907552330411959	0.30125341539993805	0.28204512373070867	0.9386818118240414	0.0	5880.563186475274
-1726.0767963185522	0.2935974295902313	0.2995665269674006	0.2841449341605856	0.9378667443576302	0.0	5883.3663260563435
