log_likelihood	T_WGD	TF	nuWGD	nuF	H	theta
-1594.2753350872836	0.33475918846479524	0.29072215598190554	0.3179134362424916	0.9507892176088332	0.0	5792.184720650757
-1594.27289225137	0.3362656756663517	0.29039938305357166	0.3191963216710433	0.9510777629793156	0.0	5789.603700250926
-1594.3640629571032	0.35258267024567547	0.28592781737108103	0.3310032430811978	0.9566737490202109	0.0	5763.045574190486
-1594.2729201455613	0.33664374128003266	0.29030871565607785	0.31948706082316536	0.9512194048433525	0.0	5788.880848512772
-1601.3293520428738	0.2043325620058928	0.3441295392126109	0.21538556707439074	0.9138849512618248	0.0	5943.53210549374
-1594.2755358781178	0.33760192647925596	0.2894791548162109	0.3202028789156836	0.951297013802739	0.0	5789.446682858437
-1596.1521345206957	0.406330593569019	0.27068546740601707	0.36819086661293254	0.9682186390077384	0.0	5696.8938479099825
-1594.2729082867013	0.3360537573195928	0.2904145692141731	0.3190484801336497	0.9510296925787763	0.0	5789.98114693619
-1594.2813581629566	0.3321116845825049	0.2915486019665601	0.3159737179068957	0.9494854240351788	0.0	5797.315461611139
-1594.2729130267503	0.33623327588934204	0.2903735869788624	0.3191642665175672	0.9511979424268754	0.0	5789.424232314282
