log_likelihood	T_WGD	TF	nuWGD	nuF	H	theta
-1644.261033978014	0.3963679798443024	0.25111246536328363	0.36130590666768236	0.9975455289175819	0.0	5751.151241944532
-1644.2002179162364	0.38150764222174	0.2559336224220331	0.3513765552929163	0.9921410546217276	0.0	5771.3283227090915
-1644.196836733134	0.38453995859502205	0.2550049334763681	0.35354435098614934	0.9932380515076255	0.0	5766.699332877673
-1644.1971678924356	0.38415610578330794	0.25530137226077293	0.35334989702716973	0.9930490119960415	0.0	5766.655257598688
-1644.1968480352493	0.38425369713424595	0.2550666494537888	0.3533497859142037	0.9930628226940754	0.0	5767.359753655741
-1644.1985953709777	0.382871656964497	0.25518635617217256	0.3523986932294187	0.9928811207209784	0.0	5769.520082978122
-1644.197071499985	0.3842977084734138	0.25497960040152584	0.353426758795454	0.9932332227676376	0.0	5767.0233870753555
-1644.197416075597	0.3845593374862016	0.25508815991497086	0.3535761994000354	0.9936321041553339	0.0	5765.424043125868
-1644.196824956429	0.3843908434548011	0.255067160891239	0.3534525276068003	0.9932412026186345	0.0	5766.700610306138
-1644.1977484641902	0.3834728760099382	0.25544034391273884	0.35293040987645075	0.992970823179129	0.0	5767.320940736332
