log_likelihood	T_WGD	TF	nuWGD	nuF	H	theta
-1611.7235278058665	0.3096315200077255	0.30685762817121814	0.29127724232589397	0.9889901321845114	0.0	5663.295773683399
-1623.758255862118	0.12997112069106237	0.35826821284703886	0.13995724780710267	0.9281011949656457	0.0	5955.123472386731
-1611.7262049014275	0.3080826273537848	0.3073304356518496	0.29012502136739327	0.9885859876500306	0.0	5665.245780223884
-1611.7251540511993	0.3098822229533091	0.3066854997007165	0.29159410483658565	0.9886883880239321	0.0	5663.8128361053905
-1611.7229621625588	0.3105300087813705	0.30675310473027684	0.2919149947166889	0.989278160411861	0.0	5661.657983678397
-1627.7021919784834	0.10271007249583139	0.3653756762785499	0.11341396413548821	0.9209059056725658	0.0	5997.721532046187
-1611.7227521849886	0.31112826685311323	0.30640481980711853	0.2923458361323998	0.9894528141240404	0.0	5661.337445128212
-1611.725598719373	0.31156726270292395	0.3065071809718193	0.29251353342869285	0.9902687805226311	0.0	5658.812212784101
-1611.7375926149725	0.3057076647578622	0.3073473356719234	0.2880880582370737	0.9872030091611562	0.0	5672.780163988584
-1611.7232467723381	0.3114465098133332	0.3063749051261927	0.2924950500709025	0.9895635842748817	0.0	5660.921168802398
