log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	theta
-10987.531334698797	0.07643143834261305	0.25125129212418995	0.3219978294781488	0.7985538383910896	0.8584530220377908	0.0	1.4526928310428575	5663.546634806258
-10991.699711833604	0.20745974138811032	0.1364053930054223	0.33751850114748366	0.7977183799512191	0.8555100537964357	0.0	1.440946462795149	5568.387023112335
-10988.83990395	0.15959383069100752	0.1766922162560932	0.32413375820859003	0.80424914255515	0.8556144415164203	0.0	1.4475023139271663	5610.338694592724
-10987.70739298088	0.11722800951096768	0.21471380815057234	0.32465046163696576	0.7992446296102651	0.8576132134269289	0.0	1.4504808221240295	5638.831027103755
-10987.582744066409	0.1046796111549429	0.2251730858635999	0.3237287912829663	0.797428628959126	0.8561335058400076	0.0	1.4527683352139975	5653.372058821407
-10987.523038367555	0.09621632068565525	0.23339148876360777	0.3229746883805241	0.7982384396576886	0.8577580607868237	0.0	1.4530453021501726	5653.838636949664
-10987.748656541846	0.11514129185763039	0.2165774484960043	0.32207740366466425	0.7956020250769077	0.8559621236242069	0.0	1.4617299697636508	5651.005579848795
-10987.524675386663	0.09545618668580866	0.233504429140262	0.32199574371965434	0.7986226527910899	0.856707519372515	0.0	1.4522822568696452	5657.658963950926
-10988.239419777467	0.14236629119784713	0.19149927364995967	0.324546484358686	0.7997985627667158	0.855537501192242	0.0	1.4477046278746473	5628.195024781006
-10987.680660110222	0.11544478056861701	0.2159203169134632	0.32334204092408164	0.7993449046852517	0.8569861592458761	0.0	1.450297335723847	5642.97169895334
