log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	theta
-10860.79597093655	0.23754873936192475	0.11951951001027948	0.33919547824233326	0.8108578102307701	0.8960148237129304	0.0	1.395381627189991	5488.937158282514
-10858.30070339314	0.17012686686002954	0.18035389960664772	0.3373460548315219	0.8067023091699993	0.8974821233785629	0.0	1.3980890199551204	5529.885965159988
-10860.027144159156	0.222016956779788	0.13328215214967207	0.34080982899276424	0.8078204671213689	0.8947569054710464	0.0	1.395980565993421	5501.981933708989
-10859.040152049622	0.19159762207670158	0.15840298532934663	0.33730550190946496	0.8062081933233478	0.8882649495964142	0.0	1.4012677491460186	5536.510125368893
-10857.798525193311	0.14518333791029253	0.20168833883870155	0.3342655407866047	0.8055497793272725	0.8931144679982762	0.0	1.4037538650843349	5554.6206169500065
-10857.049602094012	0.06361831681717413	0.27813078875836944	0.3369633967109753	0.8023601385147566	0.8968762216161806	0.0	1.4024034143630375	5579.199919531357
-10857.684771866197	0.13965640403100454	0.20763386134334502	0.33484914411457456	0.806352907925346	0.8949225203008799	0.0	1.402369851285689	5550.832483195771
-10857.529174191772	0.12730502904292834	0.21830829470996543	0.3342119006153998	0.8078936208732289	0.8959448768045046	0.0	1.3987523470518812	5554.4425228370565
-10858.49064344171	0.17764469020872153	0.1726427515019118	0.33762139185437073	0.8076497004308335	0.8946505201374668	0.0	1.3965274868546094	5529.957483287614
-10857.075712876904	0.0013572576308884653	0.33596414849331513	0.3329300653667811	0.8007281693266781	0.896447634919322	0.0	1.4080648601825922	5606.805096757274
