log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	theta
-10814.776489952525	0.06033164952067151	0.3000399432041068	0.3413874674379835	0.8127153288339919	0.8982404455888804	0.0	1.3736761163832847	5458.389105534376
-10819.697512510713	0.23376069580144895	0.1395066381366136	0.34073450599373295	0.824200849077109	0.8972387400144481	0.0	1.3650775944928717	5379.857283223928
-10819.086657331645	0.22452665007026446	0.15033414619023316	0.3456472145286293	0.8199669764821232	0.901025919439831	0.0	1.3642153426260717	5376.293027786336
-10814.536084441432	0.040891907246514515	0.31831320582088296	0.33831894580299643	0.8128276514550551	0.8978001607393302	0.0	1.3795165248511387	5467.73919272937
-10815.141187309533	0.08538413022565458	0.2784373928460588	0.3423855320172564	0.8144072069238656	0.9009197694905099	0.0	1.3737105679066202	5439.844426281782
-10815.046459647572	0.08215865914465355	0.28004248313022956	0.3380924114700129	0.8138685653043635	0.8979059518423805	0.0	1.3786158265776611	5453.556747295499
-10817.973843230577	0.19573170513019564	0.17614777375593593	0.345888497503065	0.8159622153134903	0.899680221303344	0.0	1.3693557651102313	5396.868786766172
-10815.600877924317	0.11289357652812457	0.25157174339634536	0.33929091231962816	0.8154605882278568	0.8984652781466103	0.0	1.376044771168621	5439.047885841213
-10815.673732897832	0.1152133917721287	0.2487215672980409	0.33896896335609433	0.81351823969748	0.8957110949838689	0.0	1.380118052294244	5446.6590808703195
-10815.307725534989	0.09719695008954715	0.26665130759697464	0.3395647688604798	0.8131133921503074	0.8983027730778796	0.0	1.3795887554061939	5446.517719311759
