log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	theta
-11051.635698365273	0.15597253216413381	0.19599970679605586	0.33228701622050383	0.7902981022688236	0.8728949256861357	0.0	1.139941269277875	5570.193756810046
-11051.461802332358	0.10364557118704619	0.24358518962511047	0.33123834902986116	0.7864545095374766	0.8754270319007228	0.0	1.1431330609522474	5597.806415730831
-11051.675218291439	0.0797919937866959	0.2656000274317312	0.3288289172185875	0.7876301168879413	0.8759177009673488	0.0	1.143713122372904	5607.53227037108
-11051.399751727955	0.12301455699385876	0.2260295978539149	0.3319173106448643	0.7883892399280708	0.8741989629458342	0.0	1.1416569311975484	5587.034868979073
-11051.419775001126	0.13171862147196906	0.21807064132997236	0.33191406578909727	0.788436245430234	0.874442622333857	0.0	1.1408611966210316	5582.821276271206
-11051.416789943383	0.12694892480142078	0.22275941995248574	0.3312447290587413	0.7883889615311673	0.8752020693744809	0.0	1.1438825833462334	5584.093816971777
-11051.583073474372	0.15024238352617109	0.2013169514241004	0.33621565466422426	0.7873769782921773	0.8739052946761107	0.0	1.1378980799101392	5571.214867641358
-11051.512054931522	0.11283400925385545	0.2368205237610618	0.33283469046704733	0.79094998059978	0.8808769691501231	0.0	1.1354619859042285	5573.98996865577
-11052.320123991623	0.18777148631022214	0.1675296343091926	0.3343690981206572	0.7898397007299107	0.8715455576676001	0.0	1.1395047361411572	5553.131601955726
-11053.399637190621	0.2156022071356859	0.14308127904767057	0.33540113431228075	0.7917740420390921	0.8715572444662044	0.0	1.1386748268934777	5531.941244031697
