log_likelihood	T_WGD	nuWGD	nuF	misid	theta
-100.79217077927751	0.5279722529130094	0.2666513257326107	0.8259629213866175	0.005568701640582882	5519.409140662949
-106.28762918031589	0.6694148713704975	0.11333538760546999	0.49700262130507056	0.006117259056365284	8599.708772207812
-100.68306274246879	0.483836552597594	0.28699497496439164	0.8568369483893273	0.007168350861771941	5398.7034897472
-101.87576086035028	0.6686184062166125	0.24448615569637913	0.7429314362235115	0.005285827052192492	5780.334730761885
-105.13031659536068	0.1557514953297543	0.5687952445841238	0.9664708412486956	0.005185491061917973	5145.059868123845
-100.8028850494336	0.5460686435389281	0.2638400549956198	0.817173926972571	0.005927692283833639	5541.4882996548895
-102.74082332400963	0.13292253982635147	0.8187091404387815	0.8773159243516193	0.011243365935414602	5107.726978337291
-101.12363880878365	0.5433719906635098	0.2562582834720731	0.8064333938829602	0.004059933002471912	5604.225343508708
-100.91496090316332	0.5622382458190595	0.2564288595911997	0.802617078667174	0.005277157344703306	5602.493083266206
-108.98564989812371	0.7130132058540202	0.10547948023889255	0.4239360931693637	0.010187322455832284	9589.111427593502
-100.66609901476227	0.49477857301287465	0.287935011382867	0.8490774645196704	0.006953273194520783	5402.178120286016
-100.87306490680817	0.5534567468633075	0.259154195032905	0.8114184387167201	0.005448590875686318	5573.082606767495
-100.917664165313	0.42653719487659303	0.3189783743122692	0.8900135606098329	0.008222181113460993	5271.801636272038
-102.81224376200771	0.2073859522241683	0.48684227846196926	0.970672319084386	0.010455595630004323	5113.6078486353845
-100.6764363720747	0.4806852330130191	0.2914994684062425	0.8592991395172318	0.007239028125133105	5378.72749866221
