log_likelihood	T_WGD	nuWGD	nuF	misid	theta
-105.76387728135592	0.290240044292442	0.42061090656742883	0.8935288411558918	0.011038183011693663	5230.744625893513
-104.70692801198106	0.11042210751869926	1.1682726987227163	0.7514445441605978	0.009482442899446143	5217.682723014512
-105.48443493725745	0.23770175836517707	0.4512725588854958	0.9372655097012361	0.009869433145415838	5208.212522832245
-104.34994988103426	0.3278325832386267	0.35684283527833804	0.9132380484320808	0.007870991248881264	5299.479288748586
-103.43436183546828	0.5382789727716971	0.2692687272536445	0.7960973128318544	0.004981745264788556	5643.037192349424
-105.76229027903673	0.668137926848241	0.19123830220886712	0.6553307172549254	0.0007468203282804804	6565.356420986326
-103.25349643659524	0.49418729481084855	0.29049257564286773	0.8275012907062123	0.0065709015283028525	5508.286406311614
-103.23141414695237	0.48233478760516724	0.2924993701855014	0.8360069247031245	0.006304534657308524	5491.121403892187
-104.53614509208728	0.31992486245520385	0.373413183530933	0.9089291870290407	0.008812072400443996	5274.007771371912
-103.34279064465773	0.4913513484673729	0.2798163554204606	0.8275391057514966	0.005074105027201202	5554.259127763601
-103.3154842958827	0.5041843413515256	0.29466308405339153	0.8268416120501196	0.006989094336390751	5486.411021043789
