log_likelihood	T_WGD	nuWGD	nuF	misid	theta
-102.22778894974954	0.4448011750214753	0.36478439119578215	0.8383875834947864	0.009879300859764491	5188.655507535144
-102.18434541825081	0.6656852750399678	0.241813606652753	0.7154960144888101	0.004546471445205902	5860.223010903414
-101.64395493584652	0.5955973504212869	0.28388859187741333	0.7780472866044635	0.007146189278685533	5495.533221003644
-105.83465732996183	0.7941816050340124	0.15806028864654176	0.5493046344534203	0.010396526768958763	7394.336143213598
-102.97106374643067	0.4160893879782199	0.3635952533575988	0.8467881155387839	0.007213522316081028	5201.92822565133
-104.27871365549731	0.860674288435873	0.2376393787649358	0.6614214792384809	0.008566901897586321	6035.656505435299
-101.66450713924246	0.6131629982610807	0.2799586008440635	0.7700407080259662	0.0073083833296733415	5524.762874772999
-102.76729005743505	0.17097895997862114	0.7043443649390494	0.8300740151523259	0.011253623982133514	5085.7335363986085
-102.79390284072065	0.7156256207604066	0.20336387724674906	0.6532915059141788	0.0030418358897869482	6351.615899322618
-101.60877199802599	0.5566453306640058	0.30039594353761434	0.801450823634624	0.008132442470885907	5393.115348284488
