log_likelihood	T_WGD	nuWGD	nuF	misid	theta
-105.59491262263032	0.6112889749580557	0.31373747646696865	0.786089306996583	0.004391565851848371	5454.7754945994275
-105.57752896088982	0.33030327016287764	0.44783962865416127	0.8626737947347963	0.0069491330394134765	5183.788097555847
-105.7500071489278	0.43033643054297716	0.39642080876983316	0.8498876145195158	0.008520051068642613	5205.268471141273
-105.49734311995894	0.5648614574081827	0.3343153647576249	0.7952933539899351	0.005156501014251018	5386.159403108729
-105.34061695697028	0.4810681991408484	0.37152915155719846	0.8319916018032257	0.0063980353387402536	5256.729676111469
-105.39557443652416	0.4274291452296622	0.38143075215036526	0.8557113409963423	0.00684339261701749	5235.03672297379
-106.964985016725	0.26489039557157934	0.46873301016058344	0.9035578704705476	0.010281034269084138	5187.257734292136
-107.19846168614367	0.6493561727806324	0.3592987797927708	0.7884419674810771	0.009400897167524317	5270.32240460613
-105.42573414302046	0.5635484933460824	0.3314861001854192	0.8052088905133788	0.005225733284315283	5374.637842767544
-105.59586352412157	0.2940918109175856	0.46490271966249774	0.8762974427154897	0.006994758213206713	5182.93049574039
