log_likelihood	T_WGD	nuWGD	nuF	misid	theta
-103.48600867668733	0.35444520874169044	0.42970415336586304	0.890827080760849	0.013100503092309965	5085.16547156836
-103.4346143550597	0.3173598685227315	0.4393195641252036	0.9124927082549471	0.012942253548711554	5085.651076173209
-108.469670903635	0.9637267113833253	0.23198851210741023	0.6493128468599644	0.013277128859007274	6148.320264587229
-103.4107593190372	0.3739406173014961	0.40473164830126634	0.9018143280648288	0.012918097708509805	5098.9213781072895
-103.41948518910749	0.4234796037706753	0.3796435934047083	0.885232267492164	0.01249476394880663	5129.470787163938
-103.6510924514655	0.43597554896258184	0.3669502400457894	0.8762921570138674	0.010841370891630012	5164.102451623114
-103.40652631718626	0.4032087223102826	0.3911087247564032	0.8897628776083902	0.012628060614617327	5115.337722369996
-104.48522991262871	0.65692260560247	0.29992003337498196	0.7934672916959821	0.010239226892648697	5397.411439245632
-106.37308424988578	0.7671157692654995	0.23015666451739256	0.6962552242475254	0.0067933916139535765	6015.58803592832
-103.55305434895877	0.3502405837907687	0.4392418270970983	0.8979824766173596	0.013959502565289085	5062.469099874599
