log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	misid	theta
-1526.7811349328615	0.12129533679668385	0.2537238865695818	0.3000478381266135	0.7981330540827929	0.9057868904890729	0.0	1.4994463867106171	0.005460059531550893	5486.861577889125
-1526.9202766350872	0.1976071643627894	0.1791907397922768	0.3181653462256529	0.7752510341248384	0.8853485495270089	0.0	1.5014612016039877	0.004838233347625268	5483.700201411726
-1526.4264409983782	0.19937522490382695	0.17975891356327195	0.298519689569328	0.7924683196719817	0.8913771586427756	0.0	1.5147106063945102	0.005165109449789895	5478.73305263884
-1528.3048930648756	0.13120402386877017	0.24315811875663762	0.2727190092629124	0.8234159813892346	0.8947527619411931	0.0	1.5413040464098022	0.006108757953915156	5508.585020880326
-1538.7772752339517	0.32078286567730063	0.06646471883937842	0.3673327287119622	0.7536880632439806	0.8375391367427212	0.0	1.4665866609023765	0.009832153893840258	5407.185142813289
-1528.2872911578668	0.31724018195741943	0.07751303029018716	0.304616098951469	0.7919234166600305	0.874267083062663	0.0	1.5130493787765549	0.006079182052755506	5405.505791735171
-1527.0716776212166	0.2676547377846623	0.12110923002076954	0.30296087563743895	0.7901376966430239	0.887262246891513	0.0	1.517240377435799	0.006132335658612301	5435.749661987215
-1526.5510625308293	0.14576902583713422	0.22929088540993375	0.30571829961412167	0.7932028674461115	0.9015880257415795	0.0	1.4947184105103957	0.0056169185122810945	5483.602007083847
-1548.579460074127	0.001	0.3837640727711481	0.25641650917571235	0.8374921202446259	0.9338432096499589	0.0	1.5342226126417384	0.0120710122128372	5469.975773995888
-1526.4771962233363	0.21696217139359394	0.16273270958299968	0.31078022929621846	0.787946039401906	0.8909018909726611	0.0	1.4986514465600618	0.005413919166764288	5462.838211703042
