log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	misid	theta
-1484.5927826894654	0.22996793325500697	0.17842306649899203	0.36193653267315334	0.7865566961891932	0.9472359765543878	0.0	1.4495889612350565	0.0044828116917262455	5254.693380735002
-1511.254268500738	0.3179154493485739	0.09535771097079854	0.36248638518452136	0.8328325460258701	0.9813372034631463	0.0	1.385120907048301	0.012738504183315107	5172.223093178674
-1484.6819159849715	0.2523991201275547	0.15653750148610107	0.36097949152382935	0.7867921053582503	0.9447928381767768	0.0	1.449423916635611	0.004500599545865543	5252.66935156829
-1491.283865155729	0.15634979850792535	0.25087385294354225	0.27896007653558885	0.8417935479640772	0.9490278110980835	0.0	1.5294258241250538	0.004564677904874193	5301.75682093496
-1484.4887486653663	0.03886393275071886	0.3660986467366955	0.36131883904125245	0.7877808894007785	0.9604580708157505	0.0	1.4414141617561063	0.004487360958738822	5266.200288319615
-1486.1458882171064	0.4030459591981056	0.01239030029646686	0.3801823888498064	0.7689613028962807	0.8143054875370588	0.0	1.442536702130718	0.0043600652250979114	5219.675858251335
-1486.8860216024414	0.2894707873912357	0.1275099256428559	0.3707256339260745	0.7898603636207139	0.959629382649523	0.0	1.436571359928804	0.006658016030620122	5210.5093854933675
-1485.816318707924	0.3931719544624969	0.025803331202887143	0.367410547617602	0.7900868574569564	0.9175512991581093	0.0	1.443722537049946	0.004925935667514318	5199.844742921233
-1485.5140923666377	0.024240433193095944	0.38458376078071255	0.3765714926355103	0.7776950092250186	0.9645559850445643	0.0	1.4395432551939995	0.005751114075663189	5250.448459986748
-1484.52598719492	0.17704028484761575	0.2289132582536557	0.35454632494557126	0.785080257352189	0.9438307198920504	0.0	1.4601805059422184	0.004300975817720557	5277.4517640686045
