log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	misid	theta
-1520.5482221746286	0.23924283295773413	0.13831815001087094	0.4241139306528068	0.735352762123456	0.9428534931440271	0.0	1.3730206645380698	0.004991817839415226	5380.538954699432
-1509.3908575907603	0.09866134330086389	0.25685609615956956	0.3289527365115634	0.848626793116054	0.9079771968807991	0.0	1.3500141113849866	0.0043680010134240915	5468.950701763047
-1529.6387108075628	0.11618044854779094	0.20764217131212295	0.3644543905235606	0.8612450971978928	0.8851225887399096	0.0	1.1907680738796997	0.008361019723258256	5520.75827150213
-1510.0942144997607	0.03666373049024072	0.31157204126962107	0.30568309996203313	0.8820587816103765	0.9029064209456009	0.0	1.3492357083391655	0.004345046122853219	5503.107441118178
-1509.7141031431104	0.13904367785557098	0.22216958516405635	0.3422084907740262	0.8354125147948824	0.9096882305028964	0.0	1.3546261894099338	0.004582067022030531	5442.916664029656
-1520.3474599623	0.2516219455851171	0.11233336705106958	0.2533593225970331	0.9464658904868002	0.8916486960788045	0.0	1.41307964251022	0.004004365248740485	5437.080298869285
-1510.1987071265637	0.18207313605492448	0.1789773315412249	0.3504177075786985	0.8260497590798402	0.9000113225406388	0.0	1.3460531486896679	0.004339202995620455	5441.110009614902
-1511.0935190200394	0.2719796456356969	0.09637017947795068	0.34636895459163175	0.8361290670729397	0.8858828987647541	0.0	1.3445400322853336	0.004645903684623877	5399.3523809395265
-1511.7137157080751	0.271542830417158	0.09152030104020781	0.32026137080396516	0.8700915843307147	0.8658327287861035	0.0	1.3386777445586153	0.004813048068946227	5420.465612789548
-1510.4831365247178	0.23659617894420046	0.13187640183569888	0.3344584704383956	0.8405263717107248	0.8986123388656673	0.0	1.3666024556672367	0.004847088728455469	5413.15860599364
