log_likelihood	T_WGD	T_dip	nuB	nuF	nu_dip	m12	m21	misid	theta
-1532.6784263716631	0.3745515589970537	0.006331421245616371	0.3439524381990247	0.8176906492976983	0.43569975979141395	0.0	1.1139483615601988	0.005108201070565093	5368.038480306141
-1530.3173462206046	0.15936778934176055	0.2048542196787792	0.35383652860365233	0.806775593743711	0.8895692036508048	0.0	1.0890965613438885	0.004535326063209165	5449.148787160191
-1535.3452387427162	0.10658279255319293	0.2597674286572373	0.36545397625029385	0.7841368257475413	0.915738177154948	0.0	1.0906548380709253	0.007560940519065167	5439.505199839869
-1530.3467366750392	0.14066353537116252	0.2239446580495629	0.3515946081111657	0.8115800212833818	0.8966871205151625	0.0	1.0870025003970631	0.00460034329064683	5444.320168338771
-1532.959122141543	0.30808047312337805	0.06633554092872218	0.3331409089258857	0.8251548620009781	0.8237496391294816	0.0	1.108499686818263	0.003295980535242082	5408.359137654822
-1530.4780079629254	0.12959596972707788	0.23722275072596355	0.35644888566239996	0.8018584468625826	0.9020113718915043	0.0	1.0930123221258436	0.0046157372957615385	5440.256407619666
-1532.6264921327486	0.2816393699314139	0.0842383109164696	0.3343187582575171	0.8355303877178913	0.8377941261599037	0.0	1.0919504977558852	0.003623708899789838	5426.6933601587825
-1530.6968274691494	0.2621973543420247	0.11032911207460229	0.3515109177689162	0.810511979123682	0.8686291607143249	0.0	1.097199546101762	0.00472669380111577	5409.880039256022
-1531.1363192838553	0.28477071536185994	0.09471497021189336	0.36104059678809636	0.805218935543924	0.8713249665550126	0.0	1.1035812847711173	0.005206912357018246	5378.901032395205
-1532.2553015405838	0.12361357100948887	0.22588010583441664	0.3277395374717829	0.8460996681826269	0.8771942754681219	0.0	1.0556545308141512	0.004452097719417367	5499.403677691094
