log_likelihood	T_WGD	nuWGD	nuF	misid	theta
-383.3351196195902	0.4923004859605191	0.2666721631573478	0.8404768919056154	0.005721400860847528	5584.774948323311
-382.39651022682665	0.45205625224615137	0.30159867073403185	0.8591049835589124	0.0063616493474153695	5443.400909573235
-385.757905655303	0.25517613395034994	0.4522986274299304	0.9168549586867089	0.0064395015770687195	5210.3145371280625
-382.48618102537114	0.42463598753815146	0.31621987981512767	0.8715485429925925	0.0064106290547706925	5392.316730934599
-382.41104347732175	0.46345781674003816	0.29875498754349206	0.8547944063014411	0.006212448341129112	5453.615655416797
-382.40176779112227	0.4604583621355431	0.2990437892538805	0.8565578043230027	0.006320837141576242	5450.7013348824685
-382.41311294614235	0.4523456969225403	0.30156947026952274	0.8592933418981349	0.006154669579243779	5442.713264286204
-382.4715387334012	0.4582799988102011	0.30058627668490684	0.856936798869848	0.006729295792829031	5446.608151893022
-382.3923681982906	0.45445552068498163	0.3038285380061544	0.8595287955170133	0.006444052964278475	5432.692928061587
-382.40048887667564	0.4452672043488171	0.30891142250957376	0.8641641739356519	0.006461280766859717	5413.081477132421
