log_likelihood	T_WGD	nuWGD	nuF	misid	theta
-384.59667856473186	0.38252710616290686	0.35203469341691773	0.8898698772425854	0.007469411875872834	5274.679540660327
-385.3777389735041	0.4753667146226398	0.310225019866962	0.8533515636900776	0.006109489685589416	5388.973462358527
-384.66353315121177	0.38151266867960065	0.3592307380709746	0.8948612175791388	0.007577956253964387	5246.369167183234
-384.53168078121666	0.38037713284982244	0.35135353923434276	0.889855948722682	0.006825346945024969	5279.076188114957
-385.379027329573	0.1699222445906512	0.6071410533607233	0.909619462544201	0.0071829939673622315	5174.43468419099
-384.5041012182663	0.38433926896221265	0.3525350142691128	0.8893056336411761	0.007072560971856041	5272.61928196859
-384.66355069347617	0.3550810941848615	0.3625233603788516	0.8984787068281703	0.006995579197994837	5262.753930131016
-385.6658152308798	0.1907445109029001	0.5553760889941272	0.9147022361390129	0.007463141172526264	5174.457096777495
-384.49859882394463	0.39882974082355094	0.34235801967820645	0.8837696175464503	0.007044577823385792	5295.653780191754
-385.8496715446321	0.22279633716891498	0.49883967292415693	0.92064475198205	0.007429739630187335	5171.236626739329
