log_likelihood	T_WGD	nuWGD	nuF	misid	theta
-393.05425276544895	0.4912202120797334	0.26642644462361054	0.7960654210212076	0.004472038815660096	5641.298410096674
-393.26594089312124	0.4582551778099503	0.2855840608665722	0.8130376983530296	0.004682299285577192	5543.161904750802
-393.3084325878128	0.5230050205516661	0.2460813382377454	0.7721399883831029	0.003941039771216479	5785.154131393348
-393.0724663027621	0.49572801110629205	0.26741370288955746	0.7965783444553749	0.004591595780134436	5632.340316669836
-398.8866757738853	0.6484407527937714	0.159439815561099	0.6079314068002959	0.0023797382508515402	7095.792004262196
-394.5142806929064	0.4804651580706305	0.2671822694552281	0.8092178982380516	0.006167468121792387	5606.12808128765
-393.40691247292216	0.4439499260843708	0.2901444230417835	0.8183471237408003	0.004795668550651962	5523.991740454027
-393.1527964827051	0.4678687143435721	0.279052866702831	0.8084397282774662	0.0045789931008383515	5572.755108965447
-394.0599924468929	0.5505283791186292	0.23153854095624987	0.7555999044470005	0.004628833099714856	5897.448024884583
-394.5625240693182	0.5604473922177874	0.24962973791051668	0.7716005975465854	0.0055285679490970595	5746.801129796902
