log_likelihood	T_WGD	nuWGD	nuF	misid	theta
-393.1245375776058	0.7125972676714464	0.2541197723132982	0.7534692775505915	0.005611026132625832	5721.3287437658855
-396.28267752660605	0.7376003220805194	0.1172356388530543	0.4833010810864557	0.005480467758985104	8739.311333372636
-395.598551943787	0.3890350177332248	0.42275284450979334	0.8743190967487954	0.0068603966728825365	5098.825847489772
-393.03309473250636	0.7046822531795415	0.24592933394502484	0.7467235898299943	0.005082946297289702	5789.85321933624
-392.94718208800623	0.6854229551849021	0.2558872252407496	0.760208338229635	0.005067128921805556	5701.105114756024
-394.157892535786	0.6817747093217088	0.273274323518028	0.7872726345744241	0.007092741797757191	5531.325991733078
-392.8799856643606	0.6672950335660908	0.26961230621216403	0.7766374847385064	0.005331222577203313	5591.775267111779
-393.471870235845	0.6522357821208721	0.25252621512179674	0.7670641118809014	0.004411486217014279	5708.1051513267685
-397.0597364042217	0.41999505601860515	0.038046911708836936	0.22574622912984457	0.004797799921741417	18836.23373042219
-392.9473787057898	0.6888158114966485	0.26064064209153504	0.7652739993107327	0.0054731483946345	5659.412624086183
