log_likelihood	T_WGD	nuWGD	nuF	misid	theta
-389.22693237952046	0.31472313353498044	0.4247664899839735	0.865944864383659	0.005877165071275077	5222.3719299589575
-389.28634334341086	0.35113768511414306	0.4026560555131906	0.8588670720366125	0.0058816575910011866	5236.846107200537
-389.21916518507476	0.2839831611842013	0.4444522244555655	0.8724698709731203	0.005871156463901128	5215.4489516943695
-389.3855016020263	0.3718305334377003	0.38489296790870875	0.8559272494395228	0.005586629915679534	5258.9119710636205
-389.3114391245966	0.3436383250925743	0.41089851082738665	0.8580011345144655	0.006011593000707681	5230.500686233596
-390.2168283417552	0.43624846143449775	0.35986175629720235	0.8369139355610771	0.00478703174587818	5299.972785189847
-393.83195264195183	0.5902881424667537	0.28012838747827623	0.7837462207940735	0.0044895957629493945	5588.948079755491
-391.04555083194595	0.49153666200042584	0.32910560378849363	0.8230688863038829	0.006181848615040652	5373.592398329478
-389.2337418583749	0.3091186735966665	0.42641146967651145	0.8692794302607472	0.005810532852857486	5219.743805617686
-391.17899035704085	0.510732501119194	0.3200269876132344	0.8189512311576699	0.005485324595182675	5397.378873580625
