log_likelihood	T_WGD	nuWGD	nuF	misid	theta
-391.01898911926014	0.7100229236427429	0.24642079132375252	0.7116890062326893	0.00653111421196621	5948.394859872326
-392.09171500537184	0.2978703038941137	0.4667807483175662	0.8442396044246403	0.008392884759447673	5212.391183960697
-392.1536272784643	0.7417748716599263	0.24058357889797133	0.7022220240221752	0.007746775983719045	6007.032720517218
-392.0065279472744	0.3011654395509834	0.46203713767706434	0.845084126282374	0.00794819049691965	5214.36286812188
-392.18581883439106	0.35741307035985775	0.4008600529754512	0.8415083183908433	0.006819755612019096	5272.050932047145
-390.7968469498615	0.6723570751083674	0.2657492102490019	0.7304999663683666	0.00657305931465119	5797.067042299246
-391.33610106380917	0.417059900201492	0.38760575334849917	0.8306402784231881	0.00775056493185418	5265.297538260638
-390.4581981782636	0.590627631245353	0.30238159569390427	0.7761400043322803	0.006867990428731739	5531.69700412343
-390.6199171568168	0.6583165900595249	0.2784449692090788	0.747370260496918	0.006766315562450976	5685.316336036401
-391.91983048925806	0.34046851005882267	0.44001180122763073	0.8432326930656516	0.008017691838154987	5208.0157214881465
