log_likelihood	T_WGD	TF	nuWGD	nuF	H	misid	theta
-729.1293500490794	0.13177058581446505	0.25589766555512833	0.09838865645246907	1.0309708794235288	0.0	0.0101	6769.994653754752
-332.8437563783388	0.2986494272217011	0.3929049889414347	0.3280274787353661	1.230614705834412	0.0	0.0101	5158.8396677241835
-633.4052716778938	0.2669079400382942	0.3334071793714449	0.3133374096862628	1.5123443258866784	0.0	0.0101	5119.338015940181
-1023.607695857188	0.2806258191638076	0.5476089964596977	0.1594053970371492	0.9916229049470615	0.0	0.010099963408733838	5578.597553850857
-513.587933950294	0.17575121286434042	0.3026999781775417	0.20083597742478218	1.451075265635686	0.0	0.01002493136870276	5549.345923211519
-371.7497606790645	0.23192637001724573	0.5515306546655179	0.3266735386976398	0.6520569562188747	0.0	0.0101	5894.891945521682
-511.06706537933786	0.36883755766591564	0.223890649850384	0.3808112906392569	1.7154709739227998	0.0	0.0101	5301.384462268118
-287.27657174261	0.4783191073194725	0.6759942614872202	0.4268893915669126	1.2147670059524562	0.0	0.010099895400034442	4492.847764613405
-348.042397733731	0.2044941217133518	0.3022787132321274	0.2893662216004902	0.7622444883565369	0.0	0.010099878645838672	6067.600277640255
-325.74328985706074	0.16964795948501277	0.44554719454476754	0.1730459938046851	0.7112388646112433	0.0	0.010025	6229.9540956166675
-383.2587394071511	0.24603436464503128	0.2389442600161127	0.32021804109296265	0.764512966735125	0.0	0.010099869997699365	6166.286119701223
-311.9352149622724	0.46428724565162083	0.3439937509943715	0.4473165030862194	1.3368125882381536	0.0	0.01010270523396715	4947.605479106169
-605.5064014044904	0.2711760618023128	0.15387740171274822	0.23606016337335547	0.673732949976307	0.0	0.0101	7072.41230128525
-429.4866967784414	0.3252632627650687	0.42177442315884045	0.29541148424381736	0.6837380534975682	0.0	0.0101	6071.6228730557905
-276.5161941295587	0.20361301471433843	0.3256880595698555	0.2660067350862573	0.92434267767981	0.0	0.010099884035862957	5802.577317391733
-211.6703515750827	0.20747418954446414	0.31577357152688595	0.2240167248976504	1.0779982666477448	0.0	0.0101	5796.217145194279
-331.48915805838055	0.1867594373961963	0.2639840355248729	0.24135541555242315	0.9543160866993944	0.0	0.010099901515460788	6009.265217869245
-196.14372554123722	0.36227856496953825	0.24644766863046483	0.35077412318535056	0.8160933179784955	0.0	0.0101	6035.884476595893
-207.25096970505615	0.2224995559654971	0.8292065075679719	0.2581481831905124	0.9847366932521949	0.0	0.01009993742056235	4858.775325336948
-525.0541457190748	0.11494109671201996	0.27351581688793225	0.10540677977352536	1.4173724389593105	0.0	0.0101	6140.453330696743
-154.08438476867894	0.4629396190174785	0.4469961967034098	0.41381676519401855	0.9021569435499072	0.0	0.0101	5302.456500948571
-348.7452768680747	0.22172273000143894	0.32581339167992457	0.2677238167200174	1.1613003831418016	0.0	0.0101	5526.862895135438
-239.3702205343117	0.21955802259004314	0.34864431658198825	0.22131835053748433	1.1654462321941514	0.0	0.010099863237673772	5618.625519124996
-320.5996187225146	0.23504797825702484	0.26078129852493026	0.2545830371252042	0.6880412269628827	0.0	0.0101	6498.194550753592
-172.91778743698862	0.38257721387135724	0.21872682910871252	0.35537864495968297	1.1551402346257895	0.0	0.0101	5740.394878532631
-616.8465263253938	0.24188434559280877	0.15012776612710996	0.24955297370672755	0.6194101861532864	0.0	0.0101	7036.888295181914
-162.2828994581102	0.35581153907908664	0.2773413998300617	0.30115985337981827	1.01324428859725	0.0	0.0101	5847.093380275205
-493.09314136061914	0.10109681799068185	0.17658907844609087	0.09915051574267685	0.8928499193037932	0.0	0.0101	7210.887596855037
-199.77618818425364	0.48029083216588586	0.480243970388378	0.4945892453420695	0.815859659824751	0.0	0.0101	5279.332750736406
-507.84943531104494	0.09267573802055218	0.4634439848673808	0.14182673866606313	0.5693497428613216	0.0	0.0101	6574.415527885102
-193.6831491739039	0.2789138975785127	0.5823080238779181	0.35308931775857133	0.9426718068391408	0.0	0.0101	5134.056572807776
-260.87421740742593	0.23422731785643036	0.7679321971829386	0.2370743930427669	0.8678316750586347	0.0	0.01009982665839751	5199.791091870293
-471.1762773529016	0.27226493855806105	0.5091440813257574	0.22054001227577857	1.3109074634765356	0.0	0.0101	5060.314332232525
-436.9243258793157	0.25755606209022003	0.21405862027721248	0.25641612016230736	1.6383999703575411	0.0	0.0101	5780.616277342908
-196.12486087140468	0.2520189741837521	0.740721850927712	0.29268498048044317	0.9906961509205814	0.0	0.010099942153141498	4916.852055085246
-753.1743579641416	0.15979726977043052	0.17444545624143754	0.12909299654157694	1.6136789470635564	0.0	0.010025	6756.165235208304
-342.03139404172487	0.23670398374297746	0.17806120332632533	0.21907172787645254	0.8474139957773447	0.0	0.0101	6748.927977864126
-565.6653844431887	0.2826391535190762	0.16561478309378144	0.2128774976709735	1.5914556875831714	0.0	0.010025000000000001	6444.577016385916
-327.84704886991346	0.19599229584905797	0.2546003805424092	0.17746876950761878	1.2688320840702205	0.0	0.0101	6099.931904618772
-499.8735280689877	0.3588326889221305	0.2988536315547742	0.36870245398726315	1.5696963200475016	0.0	0.010099949131011522	5101.794014339134
-321.22015039909434	0.30887505706893936	0.6240445788633068	0.5444431900130579	0.8272548091162881	0.0	0.010099875296379951	5110.5460968366715
-205.38400865730864	0.11971761841148693	0.4642279044875965	0.14431461868916964	0.9977101553865785	0.0	0.0101	5611.561293878857
-219.5951534263274	0.11985878820407295	0.29365512906842994	0.1292889384300489	0.9916272105606668	0.0	0.0101	6256.551249433544
-316.5336730009491	0.21277973396591543	0.6221731773155315	0.2661871559985832	1.1161144558759308	0.0	0.0101	4917.09118854597
-146.7649993805224	0.27324724128221867	0.314711850609211	0.2772988895031334	0.9499296021405184	0.0	0.01009987323401031	5840.500682690911
-279.3060975167027	0.18840675135747706	0.3225844075194663	0.19947414509092046	1.1997573631304077	0.0	0.010100000000000001	5714.6204316266
-280.577274766654	0.22908377147834388	0.3216587862502791	0.2870904381277026	0.9908713730418631	0.0	0.010099938717705476	5685.0382224668
-685.7152894846248	0.1713157213661169	0.15847782977753022	0.14461309769577435	1.7216598176373643	0.0	0.010025000000000001	6747.804559974655
-244.79192853317568	0.28034239869707317	0.36711900263433744	0.3502580800362808	0.7435889131186637	0.0	0.0101	5878.4875148889605
-174.43652628784454	0.3869772156409541	0.5879632085455658	0.44478810546022757	0.8988338010919262	0.0	0.0101	5076.427286490874
