log_likelihood	T_WGD	TF	nuWGD	nuF	H	theta
-101.79729315979904	0.44270024068151237	0.2510781146869284	0.3919248897508327	1.014308621597245	0.0	5647.251568186039
-101.800992372889	0.44677724007015884	0.24958695083268248	0.3943649327790447	1.0166270705350875	0.0	5642.0936951331805
-101.7972659476001	0.4424761054262863	0.25113909432433773	0.3917777583588007	1.0142451082875108	0.0	5647.570866200645
-101.93423556127843	0.4154080878982814	0.26191939312019713	0.37487829549987123	0.9970502528121431	0.0	5683.086237603176
-107.78731538464123	0.2587481013308344	0.3235438658017662	0.26363776845366965	0.923912284549525	0.0	5887.446615853421
-114.60103700203695	0.1728506609699778	0.3716030719170735	0.19206573484431805	0.8941176719766993	0.0	5951.266466314039
-103.67544551103765	0.5434416505262427	0.21473086913096384	0.4502168358440403	1.0789342777438307	0.0	5517.461489876812
-101.81077806731764	0.4401073142692697	0.25243476123210173	0.39074736046755737	1.009285663926484	0.0	5651.973600926736
-101.79823008652363	0.44037246974092914	0.2518949484958492	0.39056648596643634	1.012485204380572	0.0	5650.7285351687015
-101.81564616573749	0.4347084807465442	0.2523744728974003	0.3864633891300035	1.0117083505493691	0.0	5662.319759071464
