log_likelihood	T_WGD	TF	nuWGD	nuF	H	theta
-112.81035822492626	0.34727248488485407	0.27454601670343615	0.31182353525436624	1.0332696416743603	0.0	5834.178726544983
-112.80663824044339	0.3516567915358623	0.2730050288280947	0.31468171524384886	1.034905998360731	0.0	5829.421225423928
-123.82371398558269	0.14124283120059264	0.3693521719730521	0.15133226325534496	0.9178152826552056	0.0	6079.88765256304
-112.80681358507294	0.3497836404270987	0.2733018846525114	0.31341347349791643	1.0347352621313968	0.0	5832.2918547977415
-112.80726006744572	0.34887071359744265	0.27384032474421205	0.31279318752181673	1.034015696264017	0.0	5833.03989005977
-112.84609137151068	0.3382054693339773	0.27796938607469623	0.30558787108175156	1.0282083516746794	0.0	5846.202271073607
-113.13314288176309	0.3138569407895013	0.2833124890527793	0.2881027250615542	1.0167090678307427	0.0	5891.503913035138
-112.80620069479309	0.35149799466128995	0.2727867822549729	0.31457256520185944	1.0353741244214867	0.0	5829.968888698435
-112.80630218410371	0.3521202462720834	0.2726391386135542	0.3149917371161917	1.035754515475979	0.0	5828.826546440493
-122.60468987922539	0.14157870515570242	0.3494081714491921	0.1504653120816548	0.9280212119469275	0.0	6133.5657911299395
