log_likelihood	T_WGD	TF	nuWGD	nuF	H	theta
-103.00580143268874	0.3247329047223161	0.30956847908392815	0.3024120757918641	0.9918698986749458	0.0	5616.455382166445
-108.86190014414106	0.14955334709987872	0.37561427067565434	0.16105122013266537	0.9166670788619754	0.0	5852.802620158301
-103.00206538831523	0.3287005370554882	0.3078957696902129	0.30511107696264916	0.9931175862074191	0.0	5612.9924218248025
-103.00230062917262	0.3301449510557758	0.30727199680498274	0.3061259038669449	0.9941256153716009	0.0	5610.980636895641
-103.28094685964427	0.2899829538181968	0.32206395091785633	0.27713236114700535	0.976716330374996	0.0	5662.493451359649
-103.00215716992852	0.32762429911959023	0.3082274395935412	0.30435756545983367	0.992830251259878	0.0	5614.301905802967
-104.26590828489122	0.24667426120229574	0.3359228952664128	0.24346011097284306	0.9565595582405307	0.0	5730.528791070754
-103.00467422011067	0.3324574256145581	0.3064753181116628	0.3077450438779758	0.995335484810822	0.0	5607.6771795663
-103.20080604829775	0.3613788729786116	0.2953694643224174	0.32753139879903187	1.0091122677227093	0.0	5572.204189760852
-103.00198562125152	0.3281068999758384	0.30796761612393986	0.3047041655263671	0.9930441728390975	0.0	5613.910545871317
