log_likelihood	T_WGD	TF	nuWGD	nuF	H	theta
-103.04434613678731	0.23581313915115548	0.3881212469135557	0.24677565797708656	0.9028351136722035	0.0	5747.877582316759
-104.85597953491884	0.17791000173027718	0.41719920587066006	0.19605874916765628	0.882293626400398	0.0	5812.432089118164
-101.97889774461649	0.3234630937861085	0.35143090677303346	0.31412448334135934	0.9352919907918452	0.0	5640.4734566975585
-101.98696077621813	0.3172586540944763	0.3545044340154562	0.3096331321370464	0.9327064791431848	0.0	5647.067315367521
-101.98429261497526	0.33137459695101457	0.3485658159377518	0.31985270413653716	0.9379198641153567	0.0	5630.310256921851
-101.97941365991002	0.3257042889682737	0.3499569471924955	0.3156171159719797	0.9361364720727161	0.0	5639.491000114886
-101.9786785621439	0.32556559812482366	0.35086882360463734	0.31570528193173836	0.935762715746971	0.0	5637.448886469331
-101.97966973965868	0.32461595646613456	0.35029835531076114	0.31484095964036835	0.9359615790345102	0.0	5640.707737524519
-101.98614611914036	0.3183219599463374	0.35289061271334016	0.31033680385352763	0.9336210028783869	0.0	5648.149360065856
-102.23937023812564	0.35499725366485935	0.33262663315221724	0.33654604494144263	0.9418987354064428	0.0	5624.628392872825
