trees_file,optimization_file,log_likelihood,theta,T_WGD1,T_WGD1_true,T_WGD2,T_WGD2_true,nu_T1,nu_T1_true,nu_T2,nu_T2_true,M_tets,M_tets_true,M_T_D,M_T_D_true,theta_true
/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/msprime_tree_sequences/single_origin/auto_single_origin/topology1/auto_triple_recurrent_master42_rep18.trees,/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/dadi_inference_results/single_origin_sims/topology1/Recurrent_full/optimization_auto_triple_recurrent_master42_rep18.txt,-11736.358965267524,3838.668161690492,0.001,0.2,0.6669208914083057,0.4,0.6390036786176098,0.6,0.3639174307095189,0.375,0.6727988952429272,0.75,0.4610150293140415,0.35,
/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/msprime_tree_sequences/single_origin/auto_single_origin/topology1/auto_triple_recurrent_master42_rep19.trees,/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/dadi_inference_results/single_origin_sims/topology1/Recurrent_full/optimization_auto_triple_recurrent_master42_rep19.txt,-11485.12526833758,4046.7700640647095,0.001,0.2,0.591409734158884,0.4,0.6027226463600829,0.6,0.3104288887054131,0.375,1.0458891890821311,0.75,0.332355366564139,0.35,
/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/msprime_tree_sequences/single_origin/auto_single_origin/topology1/auto_triple_recurrent_master42_rep2.trees,/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/dadi_inference_results/single_origin_sims/topology1/Recurrent_full/optimization_auto_triple_recurrent_master42_rep2.txt,-11294.83175891079,3948.769676180672,0.001,0.2,0.6164999410219701,0.4,0.6380867257746441,0.6,0.3657736912594775,0.375,0.9018631119467596,0.75,0.3007183108477613,0.35,
/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/msprime_tree_sequences/single_origin/auto_single_origin/topology1/auto_triple_recurrent_master42_rep20.trees,/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/dadi_inference_results/single_origin_sims/topology1/Recurrent_full/optimization_auto_triple_recurrent_master42_rep20.txt,-11423.509616523635,3990.274465865564,0.001,0.2,0.5897805748452887,0.4,0.6069213830676837,0.6,0.3720762591176112,0.375,0.9952654509848712,0.75,0.2821415993781858,0.35,
/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/msprime_tree_sequences/single_origin/auto_single_origin/topology1/auto_triple_recurrent_master42_rep21.trees,/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/dadi_inference_results/single_origin_sims/topology1/Recurrent_full/optimization_auto_triple_recurrent_master42_rep21.txt,-11330.41479097765,3974.4288284704057,0.001,0.2,0.5709522571597601,0.4,0.5877763250987366,0.6,0.3669148120518173,0.375,0.9263008172937804,0.75,0.1910076366572015,0.35,
/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/msprime_tree_sequences/single_origin/auto_single_origin/topology1/auto_triple_recurrent_master42_rep22.trees,/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/dadi_inference_results/single_origin_sims/topology1/Recurrent_full/optimization_auto_triple_recurrent_master42_rep22.txt,-12100.418557884788,3855.174559540328,0.001,0.2,0.6440911322559739,0.4,0.6217997919046444,0.6,0.3462114671892747,0.375,0.8593951469358646,0.75,0.4916571005526052,0.35,
/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/msprime_tree_sequences/single_origin/auto_single_origin/topology1/auto_triple_recurrent_master42_rep23.trees,/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/dadi_inference_results/single_origin_sims/topology1/Recurrent_full/optimization_auto_triple_recurrent_master42_rep23.txt,-11435.360606817469,3853.260312787912,0.001,0.2,0.6583428537395178,0.4,0.5538438393482195,0.6,0.405238931262957,0.375,1.0306871547016228,0.75,0.4349558370031589,0.35,
/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/msprime_tree_sequences/single_origin/auto_single_origin/topology1/auto_triple_recurrent_master42_rep24.trees,/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/dadi_inference_results/single_origin_sims/topology1/Recurrent_full/optimization_auto_triple_recurrent_master42_rep24.txt,-11326.96442972662,4047.931503059872,0.001,0.2,0.5514888707608496,0.4,0.5667476042594378,0.6,0.3685365715601004,0.375,0.8380384545024416,0.75,0.2457956236874102,0.35,
/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/msprime_tree_sequences/single_origin/auto_single_origin/topology1/auto_triple_recurrent_master42_rep3.trees,/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/dadi_inference_results/single_origin_sims/topology1/Recurrent_full/optimization_auto_triple_recurrent_master42_rep3.txt,-11237.850654119582,3881.498886526912,0.001,0.2,0.6091839260214024,0.4,0.5840693372982796,0.6,0.3888829856479932,0.375,0.729700986354846,0.75,0.3342409897572292,0.35,
/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/msprime_tree_sequences/single_origin/auto_single_origin/topology1/auto_triple_recurrent_master42_rep4.trees,/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/dadi_inference_results/single_origin_sims/topology1/Recurrent_full/optimization_auto_triple_recurrent_master42_rep4.txt,-11042.5417266124,3822.4488731459687,0.001,0.2,0.6243771199728513,0.4,0.5779526651008949,0.6,0.4028658809781898,0.375,0.7979748912502981,0.75,0.1721659743948194,0.35,
/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/msprime_tree_sequences/single_origin/auto_single_origin/topology1/auto_triple_recurrent_master42_rep5.trees,/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/dadi_inference_results/single_origin_sims/topology1/Recurrent_full/optimization_auto_triple_recurrent_master42_rep5.txt,-11319.921973084069,3942.077937104263,0.001,0.2,0.6172161347011017,0.4,0.5886000883654406,0.6,0.3130807943780091,0.375,0.7282193789179556,0.75,0.4300141859016302,0.35,
/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/msprime_tree_sequences/single_origin/auto_single_origin/topology1/auto_triple_recurrent_master42_rep6.trees,/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/dadi_inference_results/single_origin_sims/topology1/Recurrent_full/optimization_auto_triple_recurrent_master42_rep6.txt,-11312.989538483567,4029.414375529404,0.001,0.2,0.5726954530952615,0.4,0.583730141446247,0.6,0.3357872635991422,0.375,0.7428217123751115,0.75,0.3338459137877683,0.35,
/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/msprime_tree_sequences/single_origin/auto_single_origin/topology1/auto_triple_recurrent_master42_rep7.trees,/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/dadi_inference_results/single_origin_sims/topology1/Recurrent_full/optimization_auto_triple_recurrent_master42_rep7.txt,-11020.93383743777,3968.939329555466,0.001,0.2,0.5918038528026388,0.4,0.5884235116471729,0.6,0.371431995724171,0.375,0.9439206471480628,0.75,0.2931206014205618,0.35,
/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/msprime_tree_sequences/single_origin/auto_single_origin/topology1/auto_triple_recurrent_master42_rep8.trees,/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/dadi_inference_results/single_origin_sims/topology1/Recurrent_full/optimization_auto_triple_recurrent_master42_rep8.txt,-11474.84794250792,3949.9362579724816,0.001,0.2,0.5784570909607754,0.4,0.5669781342255126,0.6,0.4060602993566244,0.375,0.7598779205736704,0.75,0.217772808871418,0.35,
/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/msprime_tree_sequences/single_origin/auto_single_origin/topology1/auto_triple_recurrent_master42_rep9.trees,/xdisk/rgutenk/sgibbon/dadi_msprime_pipeline/autotetraploid_topology_testing/dadi_inference_results/single_origin_sims/topology1/Recurrent_full/optimization_auto_triple_recurrent_master42_rep9.txt,-11427.3924731595,3972.953137074918,0.001,0.2,0.5960587645431251,0.4,0.5469326439438841,0.6,0.3567747743162842,0.375,0.7460761052470051,0.75,0.3838860728347428,0.35,
