log_likelihood	mu	sigma	theta
-106.48922235799182	0.28963620564036147	97.6058692655478	15693.422270294679
-106.4891422411722	0.2895371040712147	97.71526308145096	15693.422270294679
-106.48914224158727	0.28953668611422523	97.71564914613239	15693.422270294679
-106.48914324221391	0.2895501592799665	97.70296180082086	15693.422270294679
-106.48914258729155	0.28953364161584194	97.71659633455081	15693.422270294679
-106.4891422493796	0.28953662711671624	97.7160222842826	15693.422270294679
-106.48914224168175	0.28953729607799567	97.71510375859562	15693.422270294679
-106.48914224108205	0.2895369819064393	97.71538122918534	15693.422270294679
-106.48914224121597	0.28953701643420593	97.7153865508592	15693.422270294679
-106.48914253119835	0.2895427483859448	97.71113590164735	15693.422270294679
