log_likelihood	mu	sigma	theta
-109.61473048728158	0.2753631725745797	147.82611199899486	19135.76847350177
-109.61473048865696	0.2753629013281647	147.82662796685315	19135.76847350177
-109.61473050880852	0.27536502320142153	147.82373508302285	19135.76847350177
-109.61473049371614	0.27536248346351627	147.82740737480782	19135.76847350177
-109.61473935835943	0.2753292544569092	147.87097308568303	19135.76847350177
-109.6147306684478	0.27535803675969617	147.83388831337686	19135.76847350177
-109.61473054531655	0.2753620614612556	147.8266428702893	19135.76847350177
-109.61473195190592	0.2753488658576581	147.8499518074767	19135.76847350177
-109.61473341427461	0.2753465013247724	147.84567215792114	19135.76847350177
-109.61473048871949	0.2753632184509454	147.8258582731477	19135.76847350177
