log_likelihood	mu	sigma	theta
-111.23390888743722	0.2661260304307493	102.14612407155057	13431.421771940168
-111.23390889079349	0.2661267021126588	102.14534826914645	13431.421771940168
-111.23390889016116	0.26612572121855627	102.14665526791525	13431.421771940168
-111.2339089260181	0.2661237579014109	102.14864158998176	13431.421771940168
-111.23390888789572	0.26612577660965137	102.14642754879048	13431.421771940168
-111.23391001148559	0.2661136870736548	102.16022760875552	13431.421771940168
-111.23390911969716	0.2661208471476001	102.15282285763854	13431.421771940168
-111.23390888936319	0.26612571509462585	102.1463467541381	13431.421771940168
-111.23390889360508	0.2661251219719186	102.14712118655821	13431.421771940168
-111.23390904001951	0.2661215172116687	102.15151764330778	13431.421771940168
