log_likelihood	mu	sigma	theta
-109.89748671988002	0.26390381981313593	142.3188285968143	15518.996775809406
-109.89748686610903	0.2638990330153655	142.32687836681495	15518.996775809406
-109.89748980311106	0.2639229159678129	142.29205080463632	15518.996775809406
-109.89748686471944	0.26390818818408357	142.31147198750875	15518.996775809406
-109.8974867438078	0.263901819495824	142.32178396977346	15518.996775809406
-109.89748686071505	0.2639049311118777	142.31899763098414	15518.996775809406
-109.8974867200385	0.2639038666421056	142.31871656036702	15518.996775809406
-109.89748685318716	0.2638993013192398	142.32657235427706	15518.996775809406
-109.89748705709064	0.26390222724718626	142.31826053135703	15518.996775809406
-109.89748678075568	0.2639008353404674	142.32312744558956	15518.996775809406
