log_likelihood	mu	sigma	theta
-104.20473694352643	0.27310182385278287	118.50294977244144	14631.238635941292
-104.20473695968576	0.27310272928146057	118.5001298665816	14631.238635941292
-104.20473683226226	0.2731055630516732	118.49774446383775	14631.238635941292
-104.20473698842909	0.2731008274824449	118.5035627567622	14631.238635941292
-104.20473700577804	0.27311047812653827	118.49094248351183	14631.238635941292
-104.20473966099087	0.27309414398275517	118.5182592043345	14631.238635941292
-104.20473714358764	0.27310923921287217	118.49102060592865	14631.238635941292
-104.20473683218358	0.27310567451982687	118.49761271916208	14631.238635941292
-104.20473683218722	0.27310566355238336	118.49761306768815	14631.238635941292
-104.20473692632572	0.27310322486607863	118.50171282749949	14631.238635941292
