log_likelihood	mu	sigma	theta
-102.10584469092089	0.2610949897558332	131.39777977509482	14985.85282877174
-102.10584452220837	0.261098607793664	131.38744750403575	14985.85282877174
-102.10584368731361	0.2610921730215597	131.39702843736487	14985.85282877174
-102.10584397887794	0.2610884080316274	131.39962900173637	14985.85282877174
-102.10584342977597	0.2610858776694554	131.40732310270394	14985.85282877174
-102.1058434994394	0.2610895188546795	131.40167506757467	14985.85282877174
-102.10584343064909	0.2610866970087305	131.40555336068564	14985.85282877174
-102.10584384033837	0.2610929526558754	131.39490187537302	14985.85282877174
-102.10584342795983	0.2610860453690556	131.40701492563738	14985.85282877174
-102.10584342616653	0.26108637597842754	131.4062997165264	14985.85282877174
